4278.455557452173	341299.89900089824
4336.339709954783	341359.7583090223
4360.202814607671	341320.4970523807
4364.878693222089	341312.75766708783
4379.309422049343	341291.5549761292
4392.450253327791	341274.78630799474
4411.959953753463	341251.1650591322
4441.083421847587	341218.47421812976
4435.17810963195	341212.6293698618
4416.23273938388	341197.71492945374
4410.670056204659	341191.82977188734
4402.285722137428	341166.918625476
4395.5137600062035	341166.67676968564
4377.455194322936	341187.8794606441
4365.281786206092	341202.31018947135
4356.37343125966	341213.11308144266
4334.80795661558	341238.0645371523
4334.001770647576	341239.5962904915
4322.110527619533	341252.85804966517
4311.791347229095	341265.3539321692
4307.155777913077	341270.8359967516
4288.331335560209	341293.0867294686
4278.455557452173	341299.89900089824
